sgRNA	Gene	Day0	Day23
s_22763	GHR	3103.41453453	3378.13883155
s_16373	DNAJB1	563.268650627	476.794369618
s_60128	UBE2	418.645618709	173.37977077
s_51503	SLC26A2	159.846508962	188.135495942
s_27439	IMPG2	828.592107679	1126.96851001
s_19870	FAM216	855.776888114	1126.04627718
s_37614	NPAT	729.639506893	775.59780435
s_25655	HMOX1	1260.286421	1581.62929187
s_20860	FGD1	706.804291327	792.197995168
s_23254	GNB1	838.378628635	1245.9365442
s_57174	TMEM132B	473.01517958	406.704675051
s_63393	ZNF181	2549.93240486	3128.21373645
s_64294	ZNF61	396.897794361	486.01669785
s_27053	IL13RA	525.209958017	649.251907565
s_35613	MYH	803.582109678	584.695609938
s_55098	SYT9	944.942967943	721.186067778
s_32769	MAPKAP1	739.42602785	823.553911158
s_13829	CSDA	2195.44286798	2022.45658138
s_56461	THAP	838.378628635	781.131201289
s_45836	RABIF	1541.92074631	1386.11593334
s_7165	C1orf144	876.437321245	924.999521715
s_30598	LBX2	864.476017854	927.766220185
s_35158	MTCH2	420.820401144	273.903148504
s_1148	ADCK	2443.36806556	1698.75286042
s_64768	ZNF839	638.298644629	511.839216901
s_54594	STX	1083.04165256	1058.72328109
s_44401	PRR24	151.147379222	106.056774673
s_31374	LPAR	1317.91815552	1162.93559011
s_10265	CD1E	169.633029918	134.645992194
s_9238	CASP8	1568.01813553	1275.44799455
s_34053	MKS1	2947.91759044	4447.00667369
s_43326	PPARGC1B	834.029063766	742.397422713
s_41642	PHF2	137.011293396	92.2232823246
s_39242	OR51A4	931.894273334	1039.3563918
s_54195	STAC2	802.49471846	813.409350103
s_48876	S100	923.195143595	583.773377114
s_13648	CRISP	3705.82926899	3241.64837371
s_549	ACAP3	1002.57470247	917.621659129
s_46817	RERE	675.269946022	813.409350103
s_3658	ARNT	1298.34511361	1383.34923487
s_56644	TIGI	546.957782365	498.005724553
s_5429	BIK	389.286055839	321.859255313
s_3675	ARPC	1607.16421936	1636.96326126
s_58649	TRAF	304.469540879	331.081583545
s_41663	PHF	1024.32252682	1232.10305186
s_29495	KIF5B	228.352155659	179.835400533
s_54497	STOX	2016.02331711	2139.58014993
s_53349	SPATA2	1525.60987805	1992.94513103
s_38752	OMA1	938.418620639	792.197995168
s_26738	IFNGR1	1036.28383021	1008.92270863
s_17102	DUSP6	1123.2751276	1402.71612416
s_49213	SCD	641.560818281	262.836354625
s_24477	GTSE1	268.585630704	147.557251719
s_49160	SCAMP3	269.673021922	308.025762964
s_61150	VAV2	1573.45509162	1435.91650579
s_47894	RP11-122A3.2	221.827808355	179.835400533
s_42529	PLEKHH3	710.066464979	597.606869463
s_34912	MRS2	725.289942023	810.642651633
s_8639	CABP2	749.212548807	569.017651943
s_56166	TEX13B	973.215139596	1102.06822378
s_9033	CAPN3	854.689496897	788.509063875
s_39926	P2RY13	728.552115675	959.122136175
s_64565	ZNF732	1139.58599586	592.995705347
s_50968	SLC11A1	1448.40510161	1229.33635339
s_28355	JUN	717.678203501	431.604961279
s_10070	CCNH	296.857802357	180.757633356
s_37613	NPAT	843.815584723	167.846373831
s_63943	ZNF45	1292.90815752	1612.98520786
s_17726	EIF1AY	705.71690011	1217.34732668
s_46778	REL	786.183850199	816.176048572
s_2710	ANPEP	3853.71447456	4546.6078186
s_22616	GFAP	2512.96110347	3023.0791946
s_43004	POLG2	780.746894112	662.16316709
s_57737	TMEM63A	2265.0359059	2421.78339384
s_64788	ZNF846	444.743007927	425.149331516
s_46064	RAP1GAP	1010.18644099	948.055342296
s_19612	FAM175A	1098.2651296	1454.36116226
s_56897	TM7SF2	826.417325244	854.909827149
s_18374	EPB41L4A	1851.82724328	1819.56536026
s_14086	CTC1	658.95907776	517.372613841
s_41501	PGLYRP1	1188.51860065	736.864025773
s_34153	MLYCD	558.919085757	523.828243603
s_45320	PUS	1001.48731125	1056.87881544
s_17996	ELMO	389.286055839	329.237117899
s_15323	DDIT	905.796884116	913.932727836
s_53088	SORT1	1186.34381821	923.155056069
s_59203	TRPM3	216.390852268	282.203243913
s_48286	RPS19BP1	1139.58599586	770.06440741
s_61597	WBP2	880.786886115	1096.53482684
s_45987	RALGAP	834.029063766	1036.58969333
s_43409	PPIE	4353.91443457	1612.98520786
s_7374	C1orf9	544.78299993	509.994751255
s_46226	RASL10A	851.427323245	721.186067778
s_29372	KIAA201	1458.19162257	1725.49761229
s_60460	UGP2	1777.88464049	1749.4756657
s_52945	SNX29	661.133860195	983.10018958
s_42224	PLA1A	2838.09107748	2750.09827892
s_53542	SPINK14	1624.56247883	1220.11402515
s_33236	MDC1	641.560818281	216.724713463
s_10425	CD40	1634.34899979	1671.08587572
s_26962	IGSF9	1228.75207569	1644.34112385
s_760	ACSM	1167.85816752	1239.48091444
s_62585	ZBTB17	532.821696539	590.229006877
s_58229	TNNI2	257.71171853	301.570133201
s_8315	C7orf73	1178.73207969	1318.79293724
s_11339	CEP85	1290.73337508	885.343510316
s_7937	C4orf26	776.397329242	610.518128989
s_26812	IGF	1197.21773039	1856.45467319
s_8811	CALB2	202.254766441	236.091602751
s_32556	MANSC1	781.834285329	963.733300292
s_9675	CCDC28A	1660.44638901	1415.62738368
s_8298	C7orf65	556.744303322	544.117365715
s_29208	KIAA1033	990.613399075	1120.51288024
s_23293	GNG	1541.92074631	2058.42366148
s_28856	KCNT1	1078.69208769	573.628816059
s_60553	UGT	626.337341237	722.108300601
s_61481	VSTM5	1185.25642699	904.710399604
s_25096	HERC	1248.32511761	2126.6688904
s_47536	RNF123	319.693017923	291.425572146
s_20904	FGF13	6819.03032448	5608.09779816
s_18953	EXOC	654.60951289	343.992843071
s_44205	PRMT10	418.645618709	345.837308717
s_615	ACH	1570.19291796	1885.96612354
s_30922	LGR4	839.466019853	677.841125086
s_21821	FXR1	1917.07071632	2182.92509262
s_52839	SNRPD2	1202.65468647	502.616888669
s_44774	PSMD1	302.294758444	391.948949879
s_45869	RAD1	3369.8253828	2553.66268757
s_63121	ZG16	862.301235419	696.28578155
s_24755	HAUS	1471.24031718	344.915075894
s_19969	FAM46B	1168.94555873	1599.15171551
s_24635	H3F3C	1043.89556873	1122.35734589
s_43508	PPP1CA	4812.79352833	3631.75285794
s_48775	RXRG	463.228658624	510.916984078
s_35164	MTCP1N	2155.20939294	2010.46755468
s_58850	TRIM21	985.176442988	1135.26860542
s_39160	OR4A47	824.242542809	1182.3024794
s_52422	SLITRK5	839.466019853	891.799140078
s_36489	NDUFAF5	1833.34159258	778.364502819
s_10358	CD300A	1027.58470047	1055.95658262
s_58950	TRIM46	2027.9846205	1142.646468
s_2590	ANKRD4	450.179964014	442.671755158
s_41965	PIK3R	476.277353233	299.725667555
s_7116	C1orf115	686.143858196	830.931773744
s_19934	FAM26E	1365.76336909	1758.69799393
s_32862	MARCKS	391.460838273	251.769560746
s_39425	OR6A2	1184.16903578	1724.57537947
s_32362	MAF	795.970371156	792.197995168
s_34732	MRPL38	631.774297325	232.402671458
s_51689	SLC33A	337.091277402	186.291030296
s_57194	TMEM135	1753.96203371	1620.36307044
s_6621	C16orf54	781.834285329	781.131201289
s_27216	IL22RA1	1325.52989404	881.654579023
s_48870	S100PB	921.02036116	567.173186296
s_43079	POLR2	664.396033847	198.280056998
s_21693	FSHR	2597.77761843	3116.22470975
s_7285	C1orf31	371.88779636	560.717556533
s_3320	ARHGAP31	929.719490899	1067.0233765
s_15555	DEFB115	603.502125671	640.951812156
s_26271	HSPA1	768.78559072	464.805342916
s_22401	GC	2437.93110947	2921.63358404
s_24906	HDAC4	312.081279401	239.780534044
s_39318	OR52N4	381.674317317	357.826335419
s_39139	OR2V2	396.897794361	307.103530141
s_58755	TRDMT1	866.650800289	1121.43511307
s_19743	FAM195A	774.222546807	810.642651633
s_1241	ADH5	804.669500895	828.165075275
s_11756	CHORDC1	1196.13033917	1154.6354947
s_18611	ERCC6L	157.671726527	23.0558205811
s_4100	ATF	1198.3051216	1233.9475175
s_42114	PIWIL1	506.724307321	407.626907875
s_53374	SPATA5	263.148674617	133.723759371
s_16567	DNMT1	1110.22643299	985.86688805
s_22688	GGCT	896.010363159	790.353529521
s_59538	TTC21A	1425.56988605	1430.38310885
s_59711	TTLL	349.052580794	385.493320117
s_60251	UBE3	2930.51933096	2976.96755344
s_26674	IFIT1	714.416029849	936.988548418
s_43446	PPM1A	2146.5102632	2505.70658076
s_4554	ATPAF1-AS1	1571.28030918	1307.72614336
s_51859	SLC39A11	1546.27031118	1723.65314665
s_62423	YIPF4	387.111273404	374.426526238
s_28414	KAT2A	1324.44250282	908.399330897
s_44901	PTCD	288.158672618	393.793415526
s_9256	CAS	409.94648897	250.847327923
s_44452	PRRG4	356.664319316	632.651716746
s_4638	AUP1	760.086460981	557.950858064
s_40010	PADI1	745.950375154	1033.82299486
s_43869	PRC1	2141.07330711	1173.08015117
s_55133	T	2108.45157059	2390.42747785
s_27624	INTS1	1737.65116545	645.562976272
s_52973	SNX6	494.763003929	642.796277802
s_12856	COG8	2242.20069033	2758.39837433
s_34603	MRFAP1L1	690.493423066	668.618796853
s_7913	C4BPA	637.211253412	751.619750945
s_49172	SCAND3	1128.71208369	779.286735643
s_40167	PANK4	366.450840273	432.527194102
s_2389	ANK1	1177.64468847	1229.33635339
s_53524	SPICE1	305.556932097	438.060591042
s_1409	AFAP1L1	1737.65116545	1399.02719286
s_13249	COX7A	641.560818281	562.56202218
s_38501	NXT2	2342.24068234	2350.77146645
s_31909	LRTM	266.410848269	339.381678954
s_17832	EIF3M	669.832989934	702.741411313
s_37792	NR1H2	454.529528884	840.154101977
s_16235	DMKN	2651.05978808	3020.31249613
s_44313	PRPF38A	120.700425134	1.84446564649
s_8071	C5orf51	649.172556803	588.384541231
s_55747	TCEA1	1663.70856266	1796.50953968
s_10896	CDK5R2	290.333455053	287.736640853
s_35954	NACA	233.789111747	174.302003593
s_26788	IFT7	2574.94240286	2846.01049254
s_53231	SPACA3	996.050355162	968.344464408
s_44188	PRLR	5833.85388149	6997.90266279
s_9660	CCDC2	1302.69467848	1216.42509386
s_60706	UPK1A	1967.09071232	1160.16889164
s_48516	RSF1	778.572111677	686.141220495
s_32621	MAP3K1	2341.15329112	2546.28482498
s_41658	PHF21B	1004.7494849	892.721372902
s_34144	MLX	1113.48860664	1133.42413977
s_55490	TAX1BP3	599.152560802	658.474235797
s_45632	RAB25	496.937786364	515.528148194
s_49767	SEMA4C	358.839101751	411.315839168
s_37320	NME6	1019.97296195	1146.33539929
s_31150	LIPH	1335.316415	1178.61354811
s_32681	MAP4K3	726.377333241	789.431296698
s_26722	IFNAR1	482.801700537	633.57394957
s_10799	CDH6	966.690792292	1275.44799455
s_50040	SERPINE3	794.882979938	720.263834955
s_27850	IRF2BP1	471.927788363	186.291030296
s_63171	ZIM3	789.446023851	895.488071371
s_56953	TMC	705.71690011	673.229960969
s_19906	FAM222	665.483425065	571.784350412
s_57845	TMEM	882.96166855	770.986640233
s_55805	TCF15	128.312163656	139.25715631
s_57873	TMF1	1736.56377423	1674.77480701
s_31529	LRIT1	785.096458982	807.875953163
s_52689	SMYD2	900.359928029	827.242842451
s_1830	AKR1A	913.408622638	580.084445821
s_36328	NCOR1	2055.16940094	1752.24236417
s_47132	RGS8	986.263834205	860.443224088
s_54226	STAP	326.217365228	370.737594945
s_12631	CNIH4	233.789111747	201.046755468
s_44332	PRPF6	440.393443058	249.9250951
s_4895	BAG3	648.085165586	505.383587139
s_29926	KLRC4	633.949079759	626.196086984
s_50019	SERPINB9	896.010363159	860.443224088
s_43885	PRDM1	1807.24420336	1672.93034137
s_33824	MGAT5B	688.318640631	628.962785453
s_63896	ZNF434	325.12997401	196.435591351
s_51600	SLC2A4RG	857.951670549	779.286735643
s_50062	SERPINI	1286.38381022	1582.55152469
s_52332	SLCO1A	1041.72078629	839.231869153
s_40810	PCYOX1	906.884275333	1105.75715507
s_48711	RUNX	910.146448986	887.187975962
s_23688	GPR13	1986.66375424	1839.85448237
s_64589	ZNF749	662.221251412	627.118319807
s_44916	PTCH2	561.093868192	810.642651633
s_41428	PFN1	2020.37288198	1680.30820395
s_37270	NLRP6	596.977778367	763.608777647
s_12407	CLPS	520.860393147	620.662690044
s_24587	GZMH	458.879093754	427.916029986
s_32856	MARCH	466.490832276	389.18225141
s_59447	TSPO	508.899089755	652.018606035
s_7914	C4BPA	679.619510891	620.662690044
s_18129	EMILIN2	1548.44509361	1828.7876885
s_36354	NCS1	835.116454983	561.639789357
s_37639	NPEPPS	477.36474445	213.03578217
s_27744	IQCC	1127.62469247	715.652670839
s_22136	GALNT14	2383.5615486	2680.00858435
s_15710	DERL3	2283.52155659	1838.01001673
s_20266	FANC	923.195143595	817.098281396
s_8421	C9orf123	1905.10941293	2022.45658138
s_26427	HTRA3	454.529528884	479.561068088
s_19794	FAM204	257.71171853	197.357824175
s_24950	HDLBP	448.00518158	794.042460814
s_50257	SFTPC	2142.16069833	2395.03864197
s_61233	VEZT	521.947784365	159.546278421
s_2632	ANKRD6	802.49471846	557.950858064
s_43569	PPP1R17	743.775592719	893.643605725
s_37414	NOC2L	912.32123142	662.16316709
s_7501	C20orf96	479.539526885	249.9250951
s_42633	PLP2	1397.29771439	1727.34207794
s_49592	SEC14L	1191.7807743	1090.07919708
s_32317	MAD1L	367.53823149	275.74761415
s_64614	ZNF768	985.176442988	873.354483614
s_57785	TMEM74B	554.569520887	395.637881172
s_11236	CENP	515.42343706	642.796277802
s_33972	MIO	739.42602785	350.448472833
s_28249	JAK	612.201255411	524.750476427
s_22456	GCKR	1186.34381821	1306.80391054
s_11390	CERS	325.12997401	233.324904281
s_50549	SHC4	486.063874189	439.905056688
s_44128	PRKCQ	3584.04145264	3403.9613506
s_38700	OLA1	1650.65986805	1599.15171551
s_9057	CAPNS1	190.29346305	141.101621957
s_34539	MPPED2	1838.77854867	1850.92127625
s_64162	ZNF56	694.842987935	719.341602132
s_63149	ZIC2	1212.44120743	1219.19179233
s_22976	GLI	842.728193505	936.066315594
s_57495	TMEM217	1038.45861264	1036.58969333
s_16027	DIS3L	2050.81983607	2565.65171427
s_32199	LYPD6B	470.840397145	732.252861657
s_905	ACVR2	1083.04165256	915.777193483
s_53847	SRGAP3	787.271241416	952.666506413
s_40759	PCNXL2	924.282534812	1213.65839539
s_57983	TMTC2	803.582109678	887.187975962
s_11384	CERS	904.709492898	806.95372034
s_30904	LGALSL	736.163854197	892.721372902
s_3313	ARHGAP30	1519.08553074	2014.15648597
s_42635	PLRG1	2110.62635302	1600.99618115
s_54289	STAT	638.298644629	572.706583236
s_30726	LDHAL6	673.095163587	718.419369308
s_4693	AWAT2	1469.06553474	1817.72089462
s_18035	ELOVL3	1047.15774238	1017.22280404
s_49972	SERPINA6	1227.66468447	1087.31249861
s_48441	RRH	628.512123672	849.376430209
s_29639	KLF2	372.975187577	299.725667555
s_3725	ARRDC3	1351.62728326	889.032441609
s_13752	CRYA	555.656912105	293.270037792
s_52420	SLITRK	930.806882117	975.722326994
s_7458	C20orf202	1844.21550475	1516.15076142
s_6233	C11orf70	923.195143595	1069.79007496
s_62739	ZC3H15	803.582109678	930.532918655
s_23099	GLTSCR1	85.9039061767	130.957060901
s_59422	TSPAN5	1979.05201572	2292.67079859
s_2849	AP4E1	1134.14903978	1554.88453999
s_25587	HMGA	4637.72354232	3405.80581625
s_64078	ZNF52	533.909087756	614.207060282
s_20110	FAM71C	84.8165149592	135.568225017
s_10313	CD22	1383.16162857	1203.51383434
s_7940	C4orf26	1268.98555074	1548.42891023
s_15718	DESI2	1374.46249883	1138.95753671
s_13770	CRYBB3	216.390852268	163.235209714
s_7307	C1orf49	302.294758444	264.680820271
s_23487	GPA33	173.982594788	367.970896475
s_6427	C14orf133	2789.1584727	2231.80343225
s_16276	DMRTB1	717.678203501	453.738549037
s_64677	ZNF789	887.31123342	850.298663032
s_33188	MCM8	1035.19643899	1121.43511307
s_32305	MACF	356.664319316	455.583014683
s_43366	PPFIA2	720.940377153	559.79532371
s_3255	ARHGAP15	947.117750378	859.520991265
s_25051	HELZ	639.386035847	571.784350412
s_42593	PLK1	383.849099751	145.712786073
s_17250	E2F6	1222.22772839	1195.21373893
s_3214	ARFGEF2	1444.05553674	1610.21850939
s_19581	FAM170A	965.603401074	1143.56870082
s_1213	ADD1	2204.14199772	2156.18034075
s_51471	SLC25A4	540.433435061	519.217079487
s_31451	LP	589.366039845	556.106392417
s_51239	SLC22A16	1155.89686412	1344.61545629
s_63808	ZNF39	674.182554804	1237.6364488
s_33269	MDH2	1311.39380822	1786.36497863
s_26111	HS3ST3B	1401.64727926	1506.92843318
s_59136	TRMU	270.760413139	246.236163807
s_2273	AMT	2168.25808755	2607.15219132
s_7300	C1orf43	333.82910375	147.557251719
s_24168	GRM2	444.743007927	436.216125395
s_56316	TFR	361.013884185	445.438453628
s_24816	HBXIP	849.25254081	122.656965492
s_28693	KCNJ1	480.626918102	215.802480639
s_63472	ZNF21	313.168670619	283.125476736
s_29814	KLHL38	878.61210368	1031.05629639
s_28987	KDM4C	1038.45861264	1438.68320426
s_26649	IFI27L2	160.933900179	125.423663961
s_15387	DDX23	913.408622638	676.918892262
s_25615	HMGCS	824.242542809	117.123568552
s_14151	CTHRC1	446.917790362	434.371659749
s_9368	CBX	882.96166855	816.176048572
s_31240	LMLN	484.976482972	342.148377424
s_42740	PMEPA	578.492127671	372.582060591
s_35136	MT3	1029.7594829	1385.19370051
s_36294	NCL	664.396033847	646.485209095
s_5568	BMPR2	876.437321245	821.709445512
s_31839	LRRCC1	1177.64468847	1364.9045784
s_58487	TP73	610.026472976	778.364502819
s_19538	FAM163A	625.24995002	660.318701444
s_27738	IQCA1	605.676908106	506.305819962
s_42790	PNCK	2181.30678216	1647.10782232
s_62612	ZBTB3	123.962598787	108.823473143
s_32324	MAD2L1BP	799.232544808	873.354483614
s_12146	CLDN11	876.437321245	1201.66936869
s_48249	RPRD1	877.524712463	621.584922868
s_48531	RSPH3	1584.32900379	1674.77480701
s_25882	HOXB7	602.414734454	1213.65839539
s_49941	SERP2	372.975187577	398.404579642
s_13323	CPEB3	1876.83724128	2211.51431014
s_48290	RPS2	393.635620708	112.512404436
s_22348	GBAS	1055.85687212	1280.98139149
s_31705	LRRC38	1304.86946091	934.221849948
s_54453	STMN2	235.963894181	253.614026393
s_20052	FAM5C	451.267355232	552.417461124
s_13133	COQ4	1130.88686612	1055.03434979
s_23055	GLRX	319.693017923	124.501431138
s_29426	KIF1C	265.323457052	274.825381327
s_42595	PLK1	785.096458982	76.5453243294
s_11022	CDS2	490.413439059	694.441315904
s_20210	FAM89A	397.985185578	363.359732359
s_10396	CD34	2455.32936895	3092.24665634
s_41229	PEA15	692.6682055	515.528148194
s_50200	SFMBT	1796.37029119	1987.41173409
s_35543	MYCBP	660.046468978	395.637881172
s_609	ACER2	290.333455053	228.713740165
s_25561	HLX	607.851690541	808.798185986
s_5682	BPIF	1028.67209169	1080.85686884
s_52346	SLCO1C	7261.59854997	8070.45943622
s_39662	OSBPL	266.410848269	176.14646924
s_62141	WR	901.447319246	1032.90076204
s_55923	TCTA	495.850395146	457.42748033
s_9142	CARM1	231.614329312	64.5562976272
s_47036	RGS1	1475.58988205	1610.21850939
s_4407	ATP5SL	2085.61635502	2695.68654235
s_53886	SRP68	1025.40991803	229.635972988
s_36512	NDUFB4	415.383445057	154.935114305
s_54767	SUPT7L	1083.04165256	1383.34923487
s_32400	MAGEC1	424.082574796	700.896945667
s_62349	XYLB	428.432139666	403.937976582
s_35798	MYOG	127.224772439	245.313930983
s_46613	RCHY1	2321.5802492	2525.99570287
s_39651	OSBPL	1557.14422335	2086.09064618
s_48106	RPL1	1442.96814552	210.2690837
s_59638	TTC7A	718.765594719	541.350667245
s_37500	NOP9	430.606922101	269.291984388
s_49746	SEMA3E	466.490832276	320.937022489
s_30403	LALBA	454.529528884	486.938930674
s_34436	MOSPD2	2054.08200972	2073.17938666
s_43416	PPI	341.440842272	458.349713153
s_7809	C3orf2	1006.92426734	1431.30534168
s_28398	KANSL1L	395.810403143	520.139312311
s_24489	GUCA1	772.047764373	647.407441918
s_56300	TF	191.380854267	243.469465337
s_59699	TTLL13	539.346043843	413.160304814
s_54448	STK4	346.877798359	339.381678954
s_57861	TMEM95	1576.71726527	1902.56631436
s_34779	MRPL51	693.755596718	750.697518122
s_26368	HTR2B	1160.24642899	1178.61354811
s_39612	OS9	832.941672548	789.431296698
s_46353	RBFOX2	4219.07792361	4675.72041386
s_62643	ZBTB4	1151.54729925	1301.2705136
s_31020	LIG3	4821.49265807	1664.63024596
s_60559	UHMK1	1311.39380822	1221.03625798
s_44840	PSMG	876.437321245	346.75954154
s_61083	VAMP5	354.489536881	202.891221114
s_42106	PITX	2551.01979608	2198.60305062
s_18205	ENAM	980.826878118	769.142174587
s_11292	CEP350	350.139972011	272.980915681
s_21871	FZD10	629.59951489	581.928911468
s_48153	RPL2	1551.70726727	498.927957376
s_60017	TYSND1	278.372151661	317.248091196
s_46789	REN	416.470836274	355.05963695
s_50515	SH3TC2	712.241247414	748.853052475
s_8267	C7orf49	2269.38547077	2114.6798637
s_10201	CCT8	844.90297594	219.491411932
s_13959	CSRNP	425.169966014	499.850190199
s_48738	RWDD1	953.642097683	1006.15601016
s_52821	SNRNP48	568.705606714	256.380724862
s_28025	ITGA7	2669.54543878	2027.06774549
s_58004	TMX2	1396.21032318	619.740457221
s_29143	KIAA0430	1892.06071832	1882.27719224
s_43107	POLR3B	1301.60728726	243.469465337
s_46194	RASGEF1B	203.342157659	243.469465337
s_4596	ATXN2L	3593.82797359	5315.74999319
s_55668	TBR1	716.590812284	897.332537018
s_62487	YTHDC2	680.706902109	723.952766248
s_17454	EEF1A	1681.10682214	1093.76812837
s_61648	WDR1	2720.652826	770.986640233
s_42176	PKLR	1456.01684013	1333.54866241
s_6465	C14orf183	1069.99295795	1422.08301344
s_6187	C11orf42	2219.36547477	2407.94990149
s_11326	CEP72	711.153856197	477.716602441
s_25123	HES2	741.600810285	695.363548727
s_57622	TMEM39A	2259.59894981	1960.66698222
s_4375	ATP5G	968.865574727	1014.45610557
s_946	ADAM10	1257.02424734	1674.77480701
s_7029	C1QTNF	3070.79279801	3013.85686637
s_19617	FAM176	538.258652626	557.950858064
s_62610	ZBTB3	539.346043843	451.89408339
s_15949	DHX8	415.383445057	148.479484543
s_323	ABHD4	736.163854197	710.119273899
s_5887	BTBD11	1035.19643899	924.999521715
s_10143	CCR7	612.201255411	615.129293105
s_22020	GABRR1	1546.27031118	1460.81679202
s_64252	ZNF59	901.447319246	647.407441918
s_55484	TAX1BP1	674.182554804	467.572041386
s_57619	TMEM38B	577.404736453	609.595896165
s_20154	FAM78	705.71690011	996.933681928
s_59922	TXN	453.442137667	106.056774673
s_3351	ARHGAP44	1662.62117144	1870.28816554
s_15382	DDX21	790.533415069	426.071564339
s_17388	EDAR	686.143858196	340.303911778
s_22360	GBP1	578.492127671	213.03578217
s_18288	ENPP6	699.192552805	794.964693638
s_49927	SERINC	604.589516889	456.505247507
s_53472	SPEN	344.703015924	654.785304504
s_55331	TAL2	1004.7494849	1049.50095285
s_56753	TK2	596.977778367	784.820132582
s_20568	FBXO4	912.32123142	969.266697231
s_18820	ETNK2	171.807812353	182.602099003
s_4673	AVPI1	284.896498966	223.180343225
s_13702	CROT	2350.93981208	3101.46898457
s_31791	LRRC6	289.246063835	178.91316771
s_52681	SMURF2	716.590812284	798.653624931
s_54575	STX1A	1564.75596188	2103.61306982
s_13879	CSHL1	565.443433062	718.419369308
s_34173	MMD	262.0612834	258.225190509
s_50330	SGPL1	541.520826278	947.133109473
s_20103	FAM71B	2864.1884667	3292.37117899
s_49975	SERPINA	198.992592789	95.9122136175
s_59596	TTC37	1558.23161457	1623.12976891
s_36319	NCOA	1184.16903578	1130.6574413
